text,domain
middle clicking on a bookmark in the bookmarks menu does not close the bookmarks menu window,firefox
Menus background not changed after Theme switch,firefox
mycroft search engines dissapear on restart of application,firefox
Checkin Firebird Help 1.0.1 to the Firebird tree.,firefox
Logged into an Ofoto User Account,firefox
Bookmarks are not saved after closing the application,firefox
New functionalities in browser Mozilla Firebird,firefox
No scrollbars when using Firebird through Remote Desktop,firefox
Text input boxes stop responding,firefox
[BEOS] - platform.js is missing in BeOS builds,firefox
Browser crash when adding bookmark and bookmark toolbar folder has been deleted,firefox
Loading Firefox using Dell AccessDirect Internet button does not go to home page,firefox
<img>&nbsp;Text causes line break,firefox
Mouse wheel doesn't work correctly on some pages,firefox
Profile Manager opens when launching Second Instance of Firebird,firefox
The formatting of the RSS gets totally screwed up when you middle-click the page,firefox
Self-referring map in sidebar opens in content area when clicked,firefox
Credit Card info is stored in autocomplete after first use.,firefox
Freeze when opening *.mov file from File menu,firefox
if no window is open,firefox
GIF anamation slower than in IE,firefox
cannot work offline with firebird 0.7,firefox
Remove the single leftover tab from the Bookmark Properties dialog,firefox
Firebird doesn't automatically accept encodings different from UTF-8 in Xhml-compliant pages,firefox
If the bookmarks empty - you can't import bookmarks.,firefox
Malformed URL with extra http,firefox
Mac: pressing up arrow key does not move caret to beginning of url bar or text box,firefox
"The ""Extensions"" icon in the options window looks like a cigarette",firefox
Actions in one firebird window effect a different window,firefox
Back button doesn't work if you click a link while offline,firefox
Mozilla Firebird crashes when I visit one of the comments on sidhe.org,firefox
splash is listed in command line help,firefox
Bookmarks Toolbar can be deleted,firefox
Firebird crashes when attempting to load this URL.,firefox
Custom Keywords in Location Bar (like google,firefox
Find a way to associate XPI extension with install action,firefox
Submenus in Bookmarks Menu do not show arrows,firefox
Downloaded theme disappeared,firefox
Dynamic folder name support for save all files to folder,firefox
Firebird cannot log on to SBC billing site if a user ID is entered,firefox
FB does not remember new search engines after it is turned off,firefox
page edit mode? refuses to turn off,firefox
About 50% of the times I close Firebird,firefox
Back button is unavailable in a local directory with blanks,firefox
Favicons for different pages confuse Firebird,firefox
Real video movie paints over browser controls,firefox
Binary data in CSS causes immediate crash,firefox
"Can't undo importing bookmarks (even though menu item is ""Undo import"")",firefox
Build fails using ActiveState Perl 5.8.3.809 while packaging JARs (preprocessor),firefox
"Empty bookmark popup menu should have a disabled ""(Empty)"" menu item",firefox
Get message to save to another location but it's the tmp filesystem that miss space,firefox
Toolbar button apearance is strange after installing NVIDIA-drivers TNT2,firefox
Right Click Mozilla in Start Menu under windows XP shows broken netscape properties dialogue,firefox
"Values of query string with ""invalid"" chars are not sent",firefox
Add a menu option to clear Browser History and Location Bar History,firefox
Can not print without PCL option,firefox
Firebird will not mouse scroll if the mouse cursor is over a table cell.,firefox
Crash when closing a page containing java before it finishes loading.,firefox
"""Create in"" in ""Add Bookmark"" dialog should not persist by default",firefox
hangs when trying to open that url,firefox
popup blocking should be disabled for https,firefox
"Windows XP Style ""Markers"" For Passwords Rather Than "" ****** """,firefox
copy the 'Unix' way doesn't work because the pref middlemouse.paste is set to false,firefox
XUL buttons do not inherit OS theme text colour,firefox
html tag area: No alternate text is seen while mouse is over mapped region,firefox
search bar doesn't display the results in a new tab,firefox
"""Show Folder"" button doesn't work in Tools | Options | Downloads | Download Folder",firefox
Malformed URL (http://http:// sends me to www.microsoft.com,firefox
"adding ""www"" to the beginning automaticly does not work URL's with country suffixes. (like com.tr",firefox
Ctrl-K does not send focus or caret to search bar,firefox
Make link modifiers work on the home button,firefox
"""Web search for"" doesn't work",firefox
bookmark toolbar folder stuck in expanded state but not visible,firefox
"""Add engines"" doesn't work",firefox
Turn Throbber into a Padlock when in a secure Connection.,firefox
Autofill incorrectly redirects me to http://,firefox
scroll / scrolling is not working while the page is loading,firefox
"Add ""..."" to the ""New Folder"" button in the ""Add to Bookmarks"" dialog",firefox
When 2 tabs refer to the same animated gif,firefox
Sourceforge Bookmark Edit fails,firefox
Graphical Error in the Firebird toolbar when holding mouse button,firefox
Profile Data Backups,firefox
Portion of radar loop page appears on all tabs.,firefox
is sometimes used instead of the specific download folder,firefox
"middle-click to scroll loads whatever is in copy buffer (""clipboard"") as URL",firefox
Add support for floatable tabs.,firefox
Cannot log in to bugzilla with FB 0.8+ build,firefox
Switching from the download window causes another window to close.,firefox
Better management of search engines for toolbar (remove,firefox
"""opening..."" window when starting a download is different to official build",firefox
"""opening..."" window when starting a download is different in anything but a new pull",firefox
Theme reported by themes page to be compatible does not show up after installing,firefox
Pressing Ctrl+A inside an <input> selects the entire page,firefox
"document.write('<img src="". does not display image in an iframe if commanded by a button in mainframe!",firefox
Whne I download a file over about 4MB Firebird shuts down my internet (ADSL) and I have tor eboot the PC to get it working again.,firefox
complete crash,firefox
Firebird displays only HTML code for this page using the MAP tag,firefox
"dragging links to the bookmarks button should open the ""Add Bookmark"" dialog",firefox
dragging links to the print button should open the print dialog,firefox
possible bug with page-break-before; print preview not showing the tables,firefox
firebird profiles,firefox
Web page missing when saving web pages complete,firefox
page not found if submenu click before main menu,firefox
Compile error in nsPasswordManager.cpp building Firebird 0.7 on Solaris 8.,firefox
Firefox fails to launch (bounces in dock briefly) [Mac OS X],firefox
Standardized extension installation place handling desperately needed,firefox
"Option ""cookies for the current session only"" does not work",firefox
'Open in tabs' bookmark won't switch away from local domain,firefox
